filename,width,height,class,xmin,ymin,xmax,ymax
802.png,96,40,5,37,5,51,33
802.png,96,40,4,48,2,64,30
803.png,65,33,1,22,1,31,32
803.png,65,33,4,32,1,41,32
804.png,50,19,1,17,1,21,18
804.png,50,19,3,20,1,30,18
805.png,124,57,7,49,12,67,45
805.png,124,57,1,61,16,76,49
806.png,66,29,1,24,6,30,24
806.png,66,29,8,30,6,36,24
806.png,66,29,8,37,6,45,24
807.png,105,47,7,32,6,49,40
807.png,105,47,6,52,8,71,42
808.png,117,41,3,30,3,51,36
808.png,117,41,4,48,4,67,37
808.png,117,41,9,66,2,84,35
809.png,69,28,2,21,1,34,26
809.png,69,28,10,34,1,48,26
810.png,91,42,1,34,5,41,33
810.png,91,42,10,42,5,58,33
811.png,51,23,4,19,6,24,20
811.png,51,23,1,24,5,29,19
812.png,92,43,2,31,4,48,40
812.png,92,43,7,46,6,66,42
813.png,106,49,3,34,15,48,40
813.png,106,49,6,45,15,55,40
813.png,106,49,5,55,12,68,37
814.png,49,24,3,21,4,30,19
815.png,162,105,6,5,13,41,94
815.png,162,105,2,46,9,86,90
816.png,140,56,5,45,14,63,44
816.png,140,56,5,66,12,79,42
816.png,140,56,3,80,14,95,44
817.png,135,67,4,55,19,67,48
817.png,135,67,5,68,21,79,50
818.png,64,33,2,23,6,33,26
818.png,64,33,9,32,7,40,27
819.png,108,51,9,28,13,41,43
819.png,108,51,2,50,11,63,41
820.png,122,64,1,41,11,58,59
820.png,122,64,7,58,13,75,61
821.png,62,27,1,20,4,28,26
821.png,62,27,9,25,3,37,25
822.png,125,59,6,44,13,61,45
822.png,125,59,7,60,18,81,50
823.png,155,70,8,58,12,78,51
823.png,155,70,3,81,10,100,49
824.png,72,31,5,22,3,33,27
824.png,72,31,3,34,2,44,26
824.png,72,31,1,45,2,51,26
825.png,102,54,1,38,7,48,43
825.png,102,54,3,50,11,63,47
826.png,80,38,3,32,6,47,31
827.png,171,87,6,65,17,110,69
828.png,172,84,1,65,22,83,65
828.png,172,84,10,83,23,105,66
829.png,130,68,7,51,10,64,58
829.png,130,68,10,64,10,80,58
830.png,126,52,2,36,2,54,43
830.png,126,52,5,51,2,68,43
830.png,126,52,7,68,7,88,48
831.png,61,27,6,21,4,30,24
831.png,61,27,8,28,2,38,22
832.png,99,33,2,23,8,34,30
832.png,99,33,5,36,7,47,29
832.png,99,33,10,49,6,61,28
832.png,99,33,10,63,6,75,28
833.png,63,19,2,16,1,24,15
834.png,92,45,1,36,7,49,39
834.png,92,45,5,48,5,59,37
835.png,90,40,1,33,8,37,31
835.png,90,40,5,39,7,47,30
835.png,90,40,8,51,6,58,29
836.png,427,216,6,155,29,262,184
836.png,427,216,1,247,41,332,196
837.png,170,69,3,48,3,84,68
837.png,170,69,8,88,3,120,68
838.png,65,21,2,18,5,26,18
838.png,65,21,8,26,5,34,18
838.png,65,21,3,35,4,41,17
838.png,65,21,7,42,4,48,17
839.png,305,104,4,150,32,171,71
839.png,305,104,9,171,33,192,72
840.png,242,121,4,99,29,131,88
840.png,242,121,2,123,24,163,83
841.png,82,34,7,27,5,38,27
841.png,82,34,5,40,5,53,27
842.png,135,51,1,52,11,69,45
842.png,135,51,1,67,8,85,42
843.png,133,61,5,39,10,65,50
843.png,133,61,8,64,3,87,43
844.png,93,45,6,33,14,44,39
844.png,93,45,10,42,13,54,38
845.png,64,31,3,24,5,33,25
845.png,64,31,2,33,5,42,25
846.png,217,103,4,71,21,114,91
846.png,217,103,7,112,7,146,77
847.png,64,28,4,25,4,32,22
847.png,64,28,2,33,6,42,24
848.png,268,141,3,101,37,138,95
848.png,268,141,7,132,33,162,91
849.png,187,75,6,52,7,93,61
849.png,187,75,10,94,6,132,60
850.png,95,47,4,34,4,48,40
850.png,95,47,10,48,5,62,41
851.png,90,40,4,31,7,45,31
851.png,90,40,1,48,6,55,30
852.png,335,93,1,66,50,88,80
852.png,335,93,1,76,34,100,64
852.png,335,93,9,93,21,120,51
853.png,106,54,1,40,9,51,42
853.png,106,54,3,52,11,66,44
854.png,98,45,2,38,9,52,38
854.png,98,45,7,50,9,63,38
855.png,108,49,1,33,6,46,37
855.png,108,49,10,46,8,57,39
855.png,108,49,9,55,8,63,39
856.png,123,50,1,43,11,55,41
856.png,123,50,7,58,11,69,41
856.png,123,50,8,68,7,78,37
857.png,147,65,8,58,21,76,52
857.png,147,65,3,73,12,94,43
858.png,68,33,4,24,6,31,25
858.png,68,33,5,32,5,39,24
859.png,42,20,2,15,1,20,19
859.png,42,20,7,20,1,24,19
860.png,73,40,2,31,6,42,35
861.png,85,41,5,32,10,40,28
861.png,85,41,1,40,12,47,30
862.png,64,31,1,24,4,30,24
862.png,64,31,5,31,5,40,25
863.png,131,53,1,43,6,56,40
863.png,131,53,10,55,6,74,40
863.png,131,53,8,72,8,90,42
864.png,100,49,2,35,2,68,42
865.png,94,41,2,31,6,41,31
865.png,94,41,9,42,7,51,32
865.png,94,41,10,52,8,59,33
866.png,241,102,1,74,16,101,74
866.png,241,102,6,103,21,132,79
866.png,241,102,10,131,24,160,82
867.png,45,26,2,1,4,6,19
867.png,45,26,6,8,4,13,19
867.png,45,26,5,17,4,23,19
868.png,58,31,5,21,3,29,26
868.png,58,31,10,29,4,36,27
869.png,95,48,1,38,12,43,31
869.png,95,48,1,43,14,50,33
869.png,95,48,9,48,13,56,32
870.png,85,39,2,27,7,38,32
870.png,85,39,3,37,6,48,31
870.png,85,39,1,47,9,57,34
871.png,44,21,5,15,2,22,18
871.png,44,21,7,20,3,26,19
872.png,71,34,6,29,5,41,30
873.png,188,82,7,61,12,87,68
873.png,188,82,4,81,13,100,69
873.png,188,82,5,97,13,124,69
874.png,86,42,1,33,4,41,34
874.png,86,42,5,42,6,55,36
875.png,99,39,1,29,4,40,29
875.png,99,39,5,41,3,53,28
875.png,99,39,7,52,5,62,30
876.png,202,85,3,111,45,119,72
876.png,202,85,5,120,45,127,72
876.png,202,85,8,128,45,137,72
877.png,264,127,9,115,57,141,103
877.png,264,127,4,140,58,170,104
878.png,204,103,5,68,45,96,85
878.png,204,103,4,93,27,112,67
878.png,204,103,3,103,16,133,56
879.png,68,31,2,22,3,35,27
879.png,68,31,7,34,3,47,27
880.png,105,35,3,27,9,38,33
880.png,105,35,3,37,5,52,29
880.png,105,35,1,50,5,61,29
880.png,105,35,5,60,6,76,30
881.png,79,39,2,30,8,40,31
881.png,79,39,9,40,8,48,31
882.png,197,99,5,67,23,93,71
882.png,197,99,10,94,22,122,70
883.png,55,25,1,19,4,24,19
883.png,55,25,2,25,4,32,19
884.png,92,47,1,33,7,48,41
884.png,92,47,9,45,8,61,42
885.png,108,48,3,36,8,57,43
885.png,108,48,9,58,6,79,41
886.png,53,21,2,20,1,26,19
886.png,53,21,4,27,1,35,19
887.png,83,42,1,31,8,39,35
887.png,83,42,1,41,7,50,34
888.png,76,41,2,29,6,45,37
889.png,76,33,6,30,7,36,23
889.png,76,33,10,37,8,45,24
890.png,139,56,1,51,14,63,46
890.png,139,56,4,63,14,75,46
890.png,139,56,4,74,11,92,43
891.png,105,47,5,40,14,54,40
891.png,105,47,7,53,10,67,36
892.png,66,28,3,24,5,32,23
892.png,66,28,3,32,4,41,22
893.png,53,27,2,21,4,26,21
893.png,53,27,8,27,5,33,22
894.png,71,31,4,26,5,36,26
894.png,71,31,9,38,4,48,25
895.png,86,42,1,32,10,40,31
895.png,86,42,6,37,10,45,31
895.png,86,42,4,44,9,54,30
896.png,60,27,1,21,2,29,24
896.png,60,27,5,27,1,41,23
897.png,100,48,2,32,3,49,43
897.png,100,48,3,48,4,70,44
898.png,108,55,1,45,12,55,45
898.png,108,55,8,51,12,64,45
899.png,208,92,6,81,28,105,77
899.png,208,92,5,101,20,126,69
900.png,292,107,1,90,18,117,86
900.png,292,107,4,117,15,165,83
900.png,292,107,9,159,22,203,90
901.png,80,38,1,27,3,37,28
901.png,80,38,4,38,5,52,30
902.png,121,60,7,46,11,64,48
902.png,121,60,10,61,12,76,49
903.png,115,39,1,32,9,45,32
903.png,115,39,5,49,9,66,32
903.png,115,39,9,67,8,84,31
904.png,89,34,4,33,14,41,30
904.png,89,34,1,41,15,48,31
904.png,89,34,10,47,15,57,31
905.png,116,67,8,10,7,41,60
905.png,116,67,9,40,8,72,61
906.png,90,55,9,40,10,49,48
907.png,73,35,3,28,6,38,33
907.png,73,35,4,37,5,46,32
908.png,66,30,3,23,6,33,25
908.png,66,30,2,33,6,44,25
909.png,119,55,4,48,9,68,46
909.png,119,55,7,64,9,83,46
910.png,62,31,4,26,9,31,21
910.png,62,31,5,32,9,38,21
911.png,68,32,1,23,2,33,26
911.png,68,32,5,32,3,46,27
912.png,149,65,1,60,16,71,38
912.png,149,65,2,67,16,82,38
912.png,149,65,1,80,15,90,37
913.png,239,116,6,79,12,126,94
913.png,239,116,8,122,9,165,91
914.png,104,48,4,38,9,54,40
914.png,104,48,1,55,6,65,37
915.png,75,33,2,26,5,40,29
915.png,75,33,9,40,5,53,29
916.png,65,26,5,22,3,30,22
917.png,56,22,6,24,6,30,17
918.png,226,96,2,79,38,104,72
918.png,226,96,9,103,31,125,65
918.png,226,96,1,118,23,146,57
919.png,104,61,1,43,11,54,43
919.png,104,61,5,53,9,64,41
920.png,86,49,2,36,7,54,42
921.png,121,51,1,50,23,57,38
921.png,121,51,3,57,20,64,35
922.png,99,47,3,31,3,47,39
922.png,99,47,10,48,2,67,38
923.png,64,28,2,24,3,33,21
923.png,64,28,4,33,4,42,22
924.png,97,45,1,31,7,48,42
924.png,97,45,10,44,3,69,38
925.png,224,79,4,117,20,135,59
925.png,224,79,7,131,11,139,50
925.png,224,79,5,141,6,163,45
926.png,34,14,9,14,1,19,12
927.png,213,112,2,98,34,108,53
927.png,213,112,6,106,34,119,53
928.png,235,103,1,81,17,112,77
928.png,235,103,2,115,25,146,85
929.png,74,32,1,29,4,35,28
929.png,74,32,1,38,4,46,28
930.png,120,55,1,20,4,35,50
930.png,120,55,2,35,3,58,49
930.png,120,55,4,56,4,82,50
931.png,30,13,4,12,1,21,12
932.png,138,69,4,48,17,74,62
932.png,138,69,7,68,5,89,50
933.png,155,66,6,47,10,73,60
933.png,155,66,7,78,7,108,57
934.png,117,55,2,37,13,54,49
934.png,117,55,3,51,14,69,50
934.png,117,55,7,63,18,82,54
935.png,90,45,3,35,7,45,36
935.png,90,45,10,46,4,54,33
936.png,78,27,2,22,1,32,25
936.png,78,27,5,30,1,41,25
936.png,78,27,7,40,1,51,25
936.png,78,27,9,46,1,58,25
937.png,63,28,1,21,4,27,24
937.png,63,28,4,28,5,41,25
938.png,87,37,1,27,5,35,30
938.png,87,37,10,37,3,51,28
938.png,87,37,1,50,3,60,28
939.png,130,52,1,40,15,54,44
939.png,130,52,3,72,8,90,37
940.png,75,33,1,25,5,35,26
940.png,75,33,7,35,4,48,25
941.png,108,55,5,42,6,55,46
941.png,108,55,10,53,7,68,47
942.png,74,33,7,26,8,39,28
942.png,74,33,2,40,8,53,28
943.png,76,32,5,24,2,34,23
944.png,217,91,4,70,9,126,89
944.png,217,91,1,118,5,164,85
945.png,256,92,9,77,22,113,66
945.png,256,92,4,117,17,144,61
945.png,256,92,6,142,15,177,59
946.png,169,76,5,61,20,87,59
946.png,169,76,10,86,11,107,50
947.png,216,97,1,73,12,96,77
947.png,216,97,6,92,19,121,84
947.png,216,97,7,116,21,146,86
948.png,175,76,1,78,30,92,54
948.png,175,76,9,91,24,107,48
949.png,328,128,2,112,27,134,73
949.png,328,128,6,133,26,152,72
949.png,328,128,1,152,24,167,70
950.png,140,58,9,45,8,72,49
950.png,140,58,9,69,5,93,46
951.png,155,69,6,55,11,80,61
951.png,155,69,9,78,10,102,60
952.png,51,21,2,19,1,26,19
952.png,51,21,8,24,1,31,19
952.png,51,21,1,30,1,36,19
953.png,104,34,8,43,6,52,24
953.png,104,34,3,53,5,62,23
954.png,46,17,3,11,1,19,16
954.png,46,17,4,19,1,27,16
954.png,46,17,10,27,1,35,16
955.png,75,33,2,27,5,35,23
955.png,75,33,10,35,5,42,23
955.png,75,33,10,41,7,47,25
956.png,334,128,7,205,30,218,68
956.png,334,128,4,217,26,234,64
957.png,78,38,7,26,2,41,34
957.png,78,38,1,42,1,52,33
958.png,70,33,4,22,4,36,27
958.png,70,33,7,37,3,45,26
959.png,48,24,4,17,2,25,22
959.png,48,24,7,24,2,30,22
960.png,69,28,3,28,6,38,23
961.png,86,40,3,32,5,44,28
961.png,86,40,10,41,9,54,32
962.png,45,21,3,13,3,21,18
962.png,45,21,5,22,3,30,18
963.png,111,64,7,39,11,59,53
963.png,111,64,1,51,10,68,52
964.png,92,41,1,36,5,42,29
964.png,92,41,1,50,5,61,29
965.png,93,42,9,33,8,46,33
965.png,93,42,4,45,10,56,35
966.png,74,40,2,29,7,40,32
966.png,74,40,1,40,9,47,34
967.png,68,28,5,24,5,34,23
967.png,68,28,9,34,4,46,22
968.png,79,25,3,19,1,30,20
968.png,79,25,3,30,2,40,21
968.png,79,25,1,42,1,49,20
968.png,79,25,5,52,1,61,20
969.png,175,91,8,69,12,109,78
970.png,122,84,2,30,14,42,73
970.png,122,84,8,42,14,55,73
971.png,328,145,2,99,24,160,120
971.png,328,145,5,161,26,224,122
972.png,168,56,2,39,4,66,52
972.png,168,56,3,72,2,100,50
972.png,168,56,8,101,3,130,51
973.png,147,69,4,46,4,74,51
973.png,147,69,9,69,14,96,61
974.png,80,38,6,28,5,40,33
974.png,80,38,10,39,5,53,33
975.png,107,52,5,36,11,50,43
975.png,107,52,3,50,11,66,43
976.png,137,57,1,50,24,59,49
976.png,137,57,2,59,16,74,41
976.png,137,57,7,75,11,88,36
977.png,409,147,1,121,10,158,135
977.png,409,147,5,156,8,206,133
977.png,409,147,6,206,6,248,131
977.png,409,147,1,252,4,287,129
978.png,52,24,7,17,3,24,21
978.png,52,24,10,24,2,34,20
979.png,38,18,1,12,1,17,15
979.png,38,18,9,19,1,24,15
980.png,66,27,2,25,4,32,23
980.png,66,27,2,32,3,39,22
981.png,185,89,1,62,39,94,82
981.png,185,89,5,79,27,105,70
981.png,185,89,6,95,12,124,55
982.png,270,119,3,83,8,136,103
982.png,270,119,4,132,7,188,102
983.png,79,39,3,32,6,42,35
983.png,79,39,9,39,4,50,33
984.png,67,30,2,22,5,31,27
984.png,67,30,1,32,7,41,29
984.png,67,30,5,39,4,48,26
985.png,94,47,5,33,9,48,37
985.png,94,47,2,44,12,59,40
986.png,180,78,2,60,9,89,51
986.png,180,78,7,92,23,120,65
987.png,227,78,2,92,16,115,52
988.png,149,71,1,57,17,69,40
988.png,149,71,8,64,19,78,42
988.png,149,71,4,76,22,89,45
989.png,118,45,3,34,8,50,36
989.png,118,45,7,49,8,65,36
989.png,118,45,9,65,8,83,36
990.png,67,25,2,18,1,27,22
990.png,67,25,5,29,1,37,22
990.png,67,25,3,37,2,47,23
991.png,99,53,2,37,5,60,45
992.png,60,27,3,25,4,36,25
993.png,84,35,1,26,3,34,25
993.png,84,35,8,34,6,43,28
993.png,84,35,7,42,3,53,25
994.png,427,231,4,157,29,259,204
995.png,132,56,3,52,20,61,42
995.png,132,56,5,60,18,69,40
996.png,92,41,7,34,10,49,33
996.png,92,41,4,46,9,59,32
997.png,68,29,3,21,4,35,27
997.png,68,29,7,35,4,49,27
998.png,46,19,3,15,3,23,15
998.png,46,19,1,26,5,31,17
999.png,120,49,2,44,11,58,39
999.png,120,49,10,57,12,71,40
999.png,120,49,1,71,11,81,39
1000.png,44,21,1,17,1,21,19
1000.png,44,21,3,21,1,27,19
1001.png,89,42,6,36,4,50,35
1002.png,170,70,1,72,21,88,52
1002.png,170,70,4,84,16,100,47
1002.png,170,70,1,101,12,117,43
1003.png,195,85,5,59,21,86,76
1003.png,195,85,3,84,14,111,69
1003.png,195,85,10,109,15,136,70
1004.png,79,32,6,27,6,40,24
1004.png,79,32,4,40,5,51,23
1005.png,115,55,8,28,7,49,45
1005.png,115,55,7,50,9,71,47
1006.png,113,54,2,41,8,56,44
1006.png,113,54,8,58,11,72,47
1007.png,259,136,1,99,30,121,120
1007.png,259,136,5,123,12,164,102
1008.png,187,91,1,63,11,89,69
1008.png,187,91,2,72,14,101,72
1008.png,187,91,8,97,13,120,71
1009.png,82,40,2,26,7,44,35
1009.png,82,40,1,44,5,55,33
1010.png,57,21,2,16,1,26,19
1010.png,57,21,10,24,1,32,19
1010.png,57,21,7,32,1,42,19
1011.png,193,65,2,99,16,108,60
1011.png,193,65,5,109,13,124,57
1011.png,193,65,7,121,10,138,54
1012.png,82,37,1,26,3,38,35
1012.png,82,37,3,38,2,56,34
1013.png,89,33,2,28,6,41,22
1013.png,89,33,9,41,9,50,25
1013.png,89,33,3,50,9,63,25
1014.png,287,76,1,138,6,151,52
1014.png,287,76,2,153,5,167,51
1014.png,287,76,6,166,2,183,48
1014.png,287,76,9,182,10,203,56
1015.png,100,47,1,39,11,49,38
1015.png,100,47,8,49,12,62,39
1016.png,100,51,1,40,11,47,42
1016.png,100,51,4,50,13,64,44
1017.png,95,40,4,33,5,46,27
1017.png,95,40,7,47,6,61,28
1018.png,123,87,5,1,9,29,73
1019.png,91,42,3,35,8,46,35
1019.png,91,42,8,45,9,56,36
1020.png,93,40,2,30,4,46,34
1020.png,93,40,9,48,5,67,35
1021.png,58,27,2,17,4,26,23
1021.png,58,27,3,27,5,36,24
1022.png,98,41,2,32,7,47,36
1022.png,98,41,2,45,4,55,33
1022.png,98,41,10,59,3,70,32
1023.png,119,50,6,47,12,67,40
1023.png,119,50,6,65,14,82,42
1024.png,182,83,1,58,10,84,71
1024.png,182,83,10,84,8,121,69
1025.png,91,42,3,37,6,57,37
1026.png,142,76,1,52,12,72,63
1026.png,142,76,1,72,9,91,60
1027.png,171,90,9,52,14,70,76
1027.png,171,90,7,69,15,86,77
1027.png,171,90,3,83,14,106,76
1028.png,63,33,2,21,6,31,29
1028.png,63,33,8,31,6,42,29
1029.png,281,125,3,116,32,132,58
1029.png,281,125,1,131,30,147,56
1029.png,281,125,2,144,27,164,53
1030.png,131,49,1,49,16,53,35
1030.png,131,49,10,58,16,68,35
1030.png,131,49,7,71,15,80,34
1031.png,182,64,1,56,8,73,54
1031.png,182,64,10,82,12,104,58
1031.png,182,64,1,107,4,130,50
1032.png,85,32,1,24,1,34,25
1032.png,85,32,10,31,1,47,25
1032.png,85,32,3,46,2,60,26
1033.png,106,49,1,39,10,51,42
1033.png,106,49,9,51,6,69,38
1034.png,211,115,5,84,19,127,93
1035.png,88,35,1,27,6,36,34
1035.png,88,35,7,35,2,47,30
1035.png,88,35,10,47,2,61,30
1036.png,110,48,1,37,7,52,42
1036.png,110,48,1,49,8,65,43
1037.png,115,49,7,53,9,67,35
1037.png,115,49,1,66,16,76,42
1038.png,94,45,2,35,7,47,35
1038.png,94,45,5,46,10,56,38
1039.png,76,32,1,26,7,33,28
1039.png,76,32,2,33,9,42,30
1039.png,76,32,4,42,1,52,22
1040.png,251,156,2,111,4,170,117
1040.png,251,156,10,167,24,244,137
1041.png,179,65,1,47,14,61,52
1041.png,179,65,5,58,15,79,53
1041.png,179,65,8,81,15,103,53
1041.png,179,65,10,100,14,126,52
1042.png,150,69,1,53,6,66,60
1042.png,150,69,9,67,8,84,62
1042.png,150,69,4,87,9,104,63
1043.png,128,57,9,48,9,67,49
1043.png,128,57,8,64,7,80,47
1044.png,225,141,3,129,71,143,110
1044.png,225,141,10,143,82,157,121
1044.png,225,141,1,154,77,173,116
1045.png,87,48,3,35,9,53,41
1046.png,77,38,2,28,3,38,32
1046.png,77,38,3,36,3,49,32
1047.png,127,63,1,44,11,59,54
1047.png,127,63,2,61,9,81,52
1048.png,82,45,3,32,5,49,37
1049.png,141,57,8,53,17,65,41
1049.png,141,57,6,65,15,76,39
1049.png,141,57,6,75,15,88,39
1050.png,179,81,4,55,12,87,69
1050.png,179,81,7,87,7,114,64
1051.png,64,31,8,21,3,31,29
1051.png,64,31,5,31,2,42,28
1052.png,49,25,9,19,1,29,21
1053.png,173,83,3,56,11,90,70
1053.png,173,83,9,89,16,117,75
1054.png,77,26,1,20,1,28,23
1054.png,77,26,9,27,1,36,23
1054.png,77,26,7,36,1,47,23
1054.png,77,26,9,46,2,56,24
1055.png,90,52,7,40,15,56,46
1056.png,58,25,9,24,4,30,19
1056.png,58,25,6,31,4,37,19
1057.png,56,23,7,16,2,28,22
1057.png,56,23,10,29,2,41,22
1058.png,124,58,1,38,9,56,45
1058.png,124,58,7,57,10,82,46
1059.png,122,60,9,44,6,65,52
1059.png,122,60,1,66,2,77,48
1060.png,121,54,1,51,15,60,38
1060.png,121,54,9,60,15,72,38
1061.png,171,72,4,70,20,84,51
1061.png,171,72,10,84,20,96,51
1061.png,171,72,10,95,19,109,50
1062.png,358,188,4,141,37,175,136
1062.png,358,188,6,174,55,213,154
1063.png,52,20,4,23,3,29,17
1063.png,52,20,3,29,2,36,16
1064.png,357,146,5,109,52,163,124
1064.png,357,146,5,152,33,201,105
1064.png,357,146,8,194,20,240,92
1065.png,68,28,1,23,2,33,26
1065.png,68,28,7,32,3,49,27
1066.png,56,26,6,17,2,28,23
1066.png,56,26,8,29,3,39,24
1067.png,242,84,3,120,22,143,68
1067.png,242,84,7,144,25,162,71
1068.png,62,30,1,19,6,28,26
1068.png,62,30,6,29,6,40,26
1069.png,79,40,7,26,3,51,38
1070.png,54,25,1,17,2,24,21
1070.png,54,25,9,24,3,36,22
1071.png,268,113,9,163,70,177,93
1071.png,268,113,10,177,73,188,96
1072.png,151,79,3,57,12,73,65
1072.png,151,79,10,67,13,84,66
1072.png,151,79,5,74,12,93,65
1073.png,100,51,2,30,4,48,40
1073.png,100,51,10,46,6,63,42
1074.png,327,114,7,114,40,141,82
1074.png,327,114,7,148,38,182,80
1074.png,327,114,2,183,39,228,81
1075.png,87,38,4,28,4,44,34
1075.png,87,38,8,44,4,59,34
1076.png,82,42,6,35,7,51,36
1077.png,283,121,1,162,25,173,54
1077.png,283,121,10,170,23,181,52
1077.png,283,121,3,177,20,192,49
1078.png,56,26,8,21,2,34,23
1079.png,263,111,1,101,18,124,84
1079.png,263,111,6,122,16,161,82
1080.png,145,78,2,52,34,72,66
1080.png,145,78,5,66,23,83,55
1080.png,145,78,5,73,10,93,42
1081.png,205,87,1,86,9,109,66
1082.png,100,47,1,38,26,49,40
1082.png,100,47,5,43,13,56,27
1082.png,100,47,4,50,8,61,22
1083.png,150,69,2,51,12,72,52
1083.png,150,69,3,77,7,93,47
1083.png,150,69,1,93,6,106,46
1084.png,77,35,1,32,9,41,27
1084.png,77,35,1,38,7,47,25
1085.png,87,45,9,32,6,44,39
1085.png,87,45,9,42,7,57,40
1086.png,145,56,2,42,4,68,49
1086.png,145,56,3,66,6,88,51
1086.png,145,56,1,87,7,107,52
1087.png,60,31,5,24,4,37,28
1088.png,110,47,4,38,9,54,40
1088.png,110,47,9,54,10,70,41
1089.png,305,93,3,155,32,187,73
1089.png,305,93,4,182,31,203,72
1089.png,305,93,7,207,19,227,60
1090.png,92,43,1,33,12,37,36
1090.png,92,43,9,38,12,45,36
1090.png,92,43,9,45,11,52,35
1091.png,235,120,1,81,37,102,105
1091.png,235,120,1,101,29,122,97
1091.png,235,120,5,122,19,150,87
1092.png,86,33,2,30,6,43,29
1092.png,86,33,6,44,7,56,30
1093.png,177,75,1,60,17,81,67
1093.png,177,75,1,79,13,96,63
1093.png,177,75,4,90,10,117,60
1094.png,91,38,7,27,1,43,32
1094.png,91,38,8,42,3,64,34
1095.png,77,35,4,28,7,38,30
1095.png,77,35,5,35,5,49,28
1096.png,325,138,3,127,56,150,97
1096.png,325,138,3,153,59,171,100
1096.png,325,138,5,173,63,196,104
1097.png,142,57,4,60,16,75,37
1097.png,142,57,2,74,19,87,40
1098.png,48,26,2,17,6,25,25
1098.png,48,26,7,24,5,32,24
1099.png,218,114,3,80,13,110,95
1099.png,218,114,1,112,18,130,100
1100.png,130,68,5,47,18,65,57
1100.png,130,68,6,62,16,85,55
1101.png,99,48,1,35,4,47,44
1101.png,99,48,6,45,3,66,43
1102.png,58,24,5,19,4,29,20
1102.png,58,24,9,29,4,40,20
1103.png,201,92,2,75,12,102,65
1103.png,201,92,4,103,15,131,68
1103.png,201,92,2,130,25,156,78
1104.png,219,100,1,82,16,103,89
1104.png,219,100,4,111,15,145,88
1105.png,96,52,7,38,6,60,44
1106.png,114,51,3,42,5,57,43
1106.png,114,51,9,55,6,71,44
1107.png,364,105,4,179,36,198,75
1107.png,364,105,9,198,33,217,72
1108.png,62,21,3,20,3,28,16
1108.png,62,21,3,29,3,33,16
1108.png,62,21,3,33,3,38,16
1109.png,57,14,1,11,1,20,13
1109.png,57,14,2,21,1,29,13
1109.png,57,14,2,29,1,35,13
1109.png,57,14,3,38,1,47,13
1110.png,92,46,4,37,11,46,33
1110.png,92,46,2,45,9,55,31
1111.png,43,19,2,14,3,21,16
1112.png,97,42,3,33,6,50,35
1112.png,97,42,7,51,6,64,35
1113.png,78,39,1,29,4,35,28
1113.png,78,39,8,37,5,45,29
1114.png,79,42,3,31,3,48,37
1115.png,135,75,4,53,5,76,60
1115.png,135,75,3,77,9,99,64
1116.png,195,85,1,82,21,95,62
1116.png,195,85,4,91,23,107,64
1116.png,195,85,1,104,21,114,62
1116.png,195,85,5,111,20,134,61
1117.png,365,124,1,133,46,158,92
1117.png,365,124,6,154,43,178,89
1117.png,365,124,6,175,43,197,89
1118.png,73,34,3,27,5,36,28
1118.png,73,34,2,35,7,46,30
1119.png,69,32,7,25,8,34,26
1119.png,69,32,2,35,8,44,26
1120.png,78,33,2,24,1,39,30
1120.png,78,33,8,39,1,49,30
1121.png,133,49,2,39,8,54,35
1121.png,133,49,10,59,9,73,36
1121.png,133,49,7,74,8,92,35
1122.png,172,56,3,106,7,121,52
1122.png,172,56,6,122,6,141,51
1123.png,87,39,6,31,1,44,32
1123.png,87,39,4,45,3,58,34
1124.png,123,56,1,39,10,52,46
1124.png,123,56,6,51,10,65,46
1124.png,123,56,3,67,11,81,47
1125.png,109,53,5,40,9,58,45
1125.png,109,53,1,55,9,69,45
1126.png,83,41,3,30,5,42,37
1126.png,83,41,6,42,1,55,33
1127.png,44,21,3,16,3,22,19
1127.png,44,21,5,24,5,32,20
1128.png,97,48,4,35,4,48,44
1128.png,97,48,8,50,5,62,45
1129.png,176,75,2,51,14,90,67
1129.png,176,75,6,91,10,126,63
1130.png,86,47,4,35,12,51,39
1131.png,270,148,1,113,93,129,124
1131.png,270,148,4,126,88,140,119
1131.png,270,148,10,138,89,152,120
1132.png,388,174,2,177,96,201,151
1132.png,388,174,8,202,92,234,147
1133.png,206,76,1,69,24,96,62
1133.png,206,76,3,88,17,116,55
1133.png,206,76,4,114,17,152,55
1134.png,77,35,2,27,4,41,33
1134.png,77,35,4,38,4,53,33
1135.png,112,46,3,34,3,52,37
1135.png,112,46,3,55,5,80,39
1136.png,97,38,5,25,4,49,35
1136.png,97,38,7,48,2,70,33
1137.png,171,75,1,64,11,77,49
1137.png,171,75,9,79,16,102,54
1138.png,220,93,4,76,31,106,77
1138.png,220,93,1,109,16,126,62
1138.png,220,93,10,127,16,154,62
1139.png,100,44,1,40,14,50,33
1139.png,100,44,10,49,13,61,32
1140.png,124,49,5,30,2,63,46
1140.png,124,49,10,61,2,91,46
1141.png,91,46,2,30,2,50,36
1141.png,91,46,1,46,5,63,39
1142.png,68,35,1,23,6,32,30
1142.png,68,35,10,32,6,43,30
1143.png,70,34,1,26,2,34,29
1143.png,70,34,3,34,4,47,31
1144.png,69,33,2,25,6,35,26
1144.png,69,33,2,36,5,43,25
1145.png,260,111,2,108,36,125,77
1145.png,260,111,4,136,38,157,79
1146.png,150,68,6,48,13,75,57
