filename,width,height,class,xmin,ymin,xmax,ymax
27994.png,144,76,2,86,18,114,65
27994.png,144,76,5,115,13,141,60
27995.png,195,82,4,62,15,99,72
27995.png,195,82,10,99,16,133,73
27996.png,99,41,1,33,11,39,32
27996.png,99,41,3,38,11,44,32
27996.png,99,41,10,44,11,51,32
27997.png,405,160,4,156,79,187,122
27997.png,405,160,4,188,78,218,121
27997.png,405,160,9,215,75,243,118
27998.png,55,21,2,19,4,24,16
27998.png,55,21,10,25,3,33,15
27998.png,55,21,1,31,3,38,15
27999.png,252,99,1,96,26,117,77
27999.png,252,99,8,117,24,147,75
28000.png,55,26,3,18,2,27,22
28000.png,55,26,6,27,3,39,23
28001.png,45,19,9,17,3,23,15
28001.png,45,19,6,23,2,30,14
28002.png,122,48,6,44,12,56,34
28002.png,122,48,3,54,13,68,35
28002.png,122,48,6,69,12,78,34
28003.png,112,52,8,45,10,59,33
28003.png,112,52,1,59,15,66,38
28004.png,61,31,1,32,1,38,27
28005.png,75,42,7,29,3,43,35
28006.png,160,91,1,20,12,48,67
28006.png,160,91,5,45,9,79,64
28007.png,156,75,3,50,7,74,69
28007.png,156,75,4,80,2,102,64
28008.png,171,82,1,69,21,81,64
28008.png,171,82,1,80,16,90,59
28008.png,171,82,10,87,16,101,59
28009.png,48,24,1,16,2,22,21
28009.png,48,24,3,22,3,28,22
28010.png,104,53,2,35,4,53,45
28010.png,104,53,10,51,6,69,47
28011.png,106,41,3,36,10,52,31
28011.png,106,41,1,50,9,58,30
28011.png,106,41,8,58,11,72,32
28012.png,62,25,1,20,2,26,19
28012.png,62,25,7,34,3,40,20
28013.png,223,96,1,70,18,96,80
28014.png,189,91,5,65,3,100,66
28014.png,189,91,2,98,14,129,77
28015.png,103,47,1,36,6,47,43
28015.png,103,47,9,45,5,70,42
28016.png,187,79,5,54,4,95,75
28016.png,187,79,6,92,0,131,71
28017.png,182,84,1,71,39,80,69
28017.png,182,84,7,80,26,96,56
28017.png,182,84,3,93,14,110,44
28018.png,168,74,7,68,17,85,58
28018.png,168,74,8,86,16,105,57
28019.png,80,26,1,20,5,30,27
28019.png,80,26,3,31,5,38,27
28019.png,80,26,6,41,3,51,25
28019.png,80,26,7,53,2,62,24
28020.png,54,27,1,20,3,26,24
28020.png,54,27,5,24,2,33,23
28021.png,150,69,1,49,10,63,55
28021.png,150,69,1,67,7,76,52
28021.png,150,69,8,76,12,94,57
28022.png,307,120,4,125,51,146,89
28022.png,307,120,3,145,46,166,84
28022.png,307,120,6,166,33,187,71
28022.png,307,120,8,186,21,211,59
28023.png,54,26,2,18,1,26,20
28023.png,54,26,10,27,2,35,21
28024.png,70,34,2,27,12,34,30
28024.png,70,34,10,34,9,40,27
28025.png,173,91,1,68,21,91,77
28025.png,173,91,1,87,23,112,79
28026.png,133,59,8,45,19,61,49
28026.png,133,59,3,61,16,77,46
28027.png,94,41,1,29,6,39,36
28027.png,94,41,2,40,4,54,34
28027.png,94,41,2,53,3,67,33
28028.png,311,99,2,93,27,115,81
28028.png,311,99,8,113,16,134,70
28028.png,311,99,6,130,5,154,59
28029.png,303,159,2,127,95,149,133
28029.png,303,159,3,144,91,164,129
28029.png,303,159,5,160,84,181,122
28030.png,32,13,2,8,1,15,12
28030.png,32,13,2,16,1,24,12
28031.png,152,70,2,50,9,73,62
28031.png,152,70,4,73,8,89,61
28031.png,152,70,6,86,9,103,62
28032.png,66,31,1,25,4,30,23
28032.png,66,31,1,36,7,41,26
28033.png,123,56,4,47,15,57,43
28033.png,123,56,6,56,13,68,41
28034.png,102,54,4,38,15,49,46
28034.png,102,54,10,48,15,60,46
28035.png,84,40,7,27,1,35,37
28035.png,84,40,3,40,6,53,42
28036.png,93,41,2,27,3,46,38
28036.png,93,41,6,49,2,65,37
28037.png,370,168,4,206,67,223,97
28037.png,370,168,7,220,68,235,98
28038.png,72,32,1,26,5,32,25
28038.png,72,32,2,30,6,38,26
28038.png,72,32,4,38,4,46,24
28039.png,127,76,2,54,28,69,49
28039.png,127,76,2,54,43,70,64
28039.png,127,76,9,57,3,73,24
28040.png,107,56,1,39,11,52,45
28040.png,107,56,7,51,11,67,45
28041.png,53,26,1,20,5,26,23
28041.png,53,26,2,25,4,33,22
28042.png,388,190,1,242,13,268,90
28042.png,388,190,6,272,13,292,90
28042.png,388,190,6,292,7,320,84
28043.png,166,90,4,64,10,105,73
28044.png,107,45,9,38,10,51,40
28044.png,107,45,6,56,8,70,38
28045.png,64,26,1,33,2,42,21
28046.png,114,53,2,36,4,55,48
28046.png,114,53,10,56,4,79,48
28047.png,194,80,2,55,12,82,67
28047.png,194,80,3,83,10,111,65
28047.png,194,80,10,107,7,138,62
28048.png,196,100,2,69,39,91,92
28048.png,196,100,1,89,24,108,77
28048.png,196,100,3,105,9,127,62
28049.png,80,38,9,30,5,39,36
28049.png,80,38,6,39,5,50,36
28050.png,157,62,1,47,10,60,51
28050.png,157,62,3,64,10,85,51
28050.png,157,62,2,88,12,111,53
28051.png,127,53,5,40,7,62,45
28051.png,127,53,3,65,7,90,45
28052.png,167,87,6,57,8,83,77
28052.png,167,87,3,82,7,106,76
28053.png,287,145,5,121,36,146,76
28053.png,287,145,3,137,41,158,81
28053.png,287,145,5,155,41,176,81
28054.png,216,108,8,96,23,126,77
28055.png,36,16,7,12,3,17,16
28055.png,36,16,10,18,3,24,16
28056.png,212,87,3,68,16,105,70
28056.png,212,87,8,110,20,151,74
28057.png,212,115,1,85,21,103,84
28057.png,212,115,9,100,25,124,88
28058.png,152,62,1,88,17,95,46
28058.png,152,62,7,95,18,109,47
28059.png,67,35,8,26,3,43,31
28060.png,203,84,8,75,31,97,58
28060.png,203,84,9,86,27,110,54
28060.png,203,84,9,106,28,127,55
28061.png,73,31,2,20,2,37,28
28061.png,73,31,9,34,1,52,27
28062.png,126,83,3,58,10,84,67
28062.png,126,83,4,88,8,114,65
28063.png,114,68,3,51,10,73,56
28063.png,114,68,1,69,10,79,56
28063.png,114,68,6,78,11,100,57
28064.png,109,42,8,33,5,56,37
28064.png,109,42,3,57,3,80,35
28065.png,137,55,2,54,13,68,37
28065.png,137,55,8,66,15,77,39
28065.png,137,55,10,75,14,87,38
28066.png,136,62,1,56,24,67,44
28066.png,136,62,5,62,24,75,44
28066.png,136,62,5,74,21,87,41
28067.png,145,48,1,35,1,49,42
28067.png,145,48,10,57,2,80,43
28067.png,145,48,4,88,1,110,42
28068.png,65,28,6,23,2,33,27
28068.png,65,28,3,32,2,44,27
28069.png,390,169,6,203,83,225,113
28069.png,390,169,10,221,86,241,116
28070.png,129,56,5,54,18,66,50
28070.png,129,56,4,68,16,76,48
28070.png,129,56,1,80,16,86,48
28071.png,74,28,1,23,2,30,24
28071.png,74,28,6,30,3,42,25
28071.png,74,28,7,41,3,53,25
28072.png,62,27,1,21,4,29,22
28072.png,62,27,1,33,4,38,22
28073.png,137,55,5,56,15,66,38
28073.png,137,55,10,64,15,76,38
28073.png,137,55,6,74,14,84,37
28074.png,95,40,1,29,6,45,34
28074.png,95,40,4,43,4,65,32
28075.png,356,142,1,109,22,165,116
28075.png,356,142,10,154,19,196,113
28075.png,356,142,10,188,23,237,117
28076.png,376,134,2,172,33,191,72
28076.png,376,134,7,184,32,201,71
28076.png,376,134,10,199,35,215,74
28077.png,124,63,1,40,6,60,60
28077.png,124,63,3,61,4,84,58
28078.png,91,42,3,33,10,47,32
28078.png,91,42,6,43,7,58,29
28079.png,53,25,3,21,3,27,22
28079.png,53,25,4,27,3,34,22
28080.png,115,32,1,24,3,32,24
28080.png,115,32,3,39,3,53,24
28080.png,115,32,4,56,2,71,23
28080.png,115,32,2,76,3,89,24
28081.png,67,39,1,31,5,38,32
28082.png,283,140,2,99,13,145,118
28082.png,283,140,6,142,13,191,118
28083.png,89,39,1,28,5,38,32
28083.png,89,39,5,34,4,48,31
28083.png,89,39,10,48,4,61,31
28084.png,216,84,3,74,20,99,63
28084.png,216,84,4,100,11,121,54
28084.png,216,84,9,123,17,148,60
28085.png,111,48,3,33,3,52,39
28085.png,111,48,1,46,4,58,40
28085.png,111,48,4,56,5,75,41
28086.png,152,70,3,53,13,75,61
28086.png,152,70,5,80,10,101,58
28087.png,108,42,4,43,8,69,36
28088.png,75,35,3,29,5,45,29
28089.png,93,38,1,28,3,38,29
28089.png,93,38,2,40,3,51,29
28089.png,93,38,9,50,8,67,34
28090.png,52,24,1,17,4,24,18
28090.png,52,24,3,23,3,31,17
28091.png,66,31,2,25,3,34,25
28091.png,66,31,2,33,3,42,25
28092.png,127,53,1,43,18,60,45
28092.png,127,53,7,53,14,71,41
28092.png,127,53,4,67,15,86,42
28093.png,79,35,1,26,8,36,28
28093.png,79,35,1,35,8,44,28
28093.png,79,35,1,44,8,54,28
28094.png,81,34,7,31,5,41,25
28094.png,81,34,4,41,4,55,24
28095.png,78,32,1,34,6,38,23
28095.png,78,32,3,40,6,50,23
28096.png,197,105,3,85,15,102,42
28096.png,197,105,10,102,24,118,51
28097.png,63,34,1,25,11,42,30
28098.png,48,14,1,11,1,16,12
28098.png,48,14,2,17,1,24,12
28098.png,48,14,1,23,1,28,12
28098.png,48,14,9,29,1,36,12
28099.png,71,32,1,26,7,31,28
28099.png,71,32,10,34,6,49,27
28100.png,97,37,2,29,6,43,31
28100.png,97,37,7,45,6,59,31
28100.png,97,37,1,59,8,68,33
28101.png,187,96,9,65,11,87,55
28101.png,187,96,10,88,31,107,75
28102.png,41,17,1,15,3,19,15
28102.png,41,17,2,19,2,26,14
28103.png,58,25,1,19,2,22,20
28103.png,58,25,9,24,2,31,20
28103.png,58,25,10,33,2,41,20
28104.png,94,45,8,35,7,55,35
28105.png,104,50,1,32,3,43,34
28105.png,104,50,3,43,9,55,40
28105.png,104,50,9,58,19,68,50
28106.png,321,128,2,143,24,194,102
28106.png,321,128,10,195,41,240,119
28107.png,153,66,3,49,8,75,49
28107.png,153,66,9,75,15,100,56
28108.png,62,25,4,21,3,33,18
28108.png,62,25,8,33,3,40,18
28109.png,65,24,6,22,4,29,18
28110.png,237,94,1,61,10,93,86
28110.png,237,94,1,92,8,124,84
28110.png,237,94,2,128,11,176,87
28111.png,145,66,1,45,7,68,54
28111.png,145,66,9,68,7,96,54
28112.png,121,54,8,58,6,81,50
28113.png,197,83,4,59,6,97,78
28113.png,197,83,4,102,3,141,75
28114.png,184,85,2,62,37,91,71
28114.png,184,85,6,90,18,117,52
28115.png,80,42,2,32,9,40,32
28115.png,80,42,7,40,8,47,31
28116.png,173,81,1,60,12,82,69
28116.png,173,81,10,82,7,112,64
28117.png,65,38,5,27,3,41,33
28118.png,84,47,1,30,13,39,42
28118.png,84,47,10,39,12,50,41
28119.png,82,31,1,24,4,33,24
28119.png,82,31,8,34,4,45,24
28119.png,82,31,1,49,6,58,26
28120.png,91,45,1,31,3,44,37
28120.png,91,45,1,45,4,57,38
28121.png,155,70,3,47,1,82,59
28121.png,155,70,4,81,9,111,67
28122.png,282,219,1,54,125,78,171
28122.png,282,219,10,67,107,96,153
28122.png,282,219,10,85,90,115,136
28123.png,71,24,2,19,4,34,21
28123.png,71,24,8,33,3,47,20
28124.png,219,105,1,83,30,95,60
28124.png,219,105,2,91,28,106,58
28124.png,219,105,6,104,29,119,59
28125.png,154,75,4,60,11,79,56
28125.png,154,75,5,79,17,94,62
28126.png,177,75,4,80,19,89,43
28126.png,177,75,7,93,15,101,39
28126.png,177,75,2,103,18,115,42
28127.png,75,31,9,22,3,35,25
28127.png,75,31,3,37,4,53,26
28128.png,80,33,1,21,1,38,33
28128.png,80,33,7,33,1,53,33
28129.png,86,41,8,33,4,55,37
28130.png,101,40,2,41,14,50,28
28130.png,101,40,3,48,14,56,28
28130.png,101,40,8,56,12,67,26
28131.png,39,19,5,15,1,26,18
28132.png,195,87,9,70,22,97,67
28132.png,195,87,5,96,21,122,66
28133.png,327,125,6,88,7,144,91
28133.png,327,125,5,152,26,179,110
28133.png,327,125,7,183,18,213,102
28134.png,50,19,8,14,2,23,17
28134.png,50,19,1,24,2,31,17
28135.png,105,47,1,34,9,48,41
28135.png,105,47,10,50,9,71,41
28136.png,196,94,1,58,11,90,79
28136.png,196,94,4,94,11,133,79
28137.png,197,94,5,65,20,98,82
28137.png,197,94,2,99,14,128,76
28138.png,72,33,1,34,6,43,28
28139.png,117,53,3,31,4,55,46
28139.png,117,53,4,57,2,85,44
28140.png,258,70,1,125,15,145,54
28140.png,258,70,4,144,14,173,53
28140.png,258,70,5,173,16,199,55
28141.png,71,28,3,23,1,37,25
28141.png,71,28,10,37,1,49,25
28142.png,81,41,1,29,6,39,35
28142.png,81,41,6,40,6,53,35
28143.png,158,56,1,75,16,87,41
28143.png,158,56,2,86,16,96,41
28143.png,158,56,10,97,16,108,41
28144.png,105,47,6,39,11,52,42
28144.png,105,47,3,53,7,66,38
28145.png,55,27,2,21,3,28,23
28145.png,55,27,2,27,3,35,23
28146.png,99,46,7,32,3,48,40
28146.png,99,46,6,48,6,66,43
28147.png,69,32,7,24,3,35,23
28147.png,69,32,6,36,3,45,23
28148.png,129,51,2,45,11,62,43
28148.png,129,51,10,59,9,72,41
28148.png,129,51,10,70,7,84,39
28149.png,155,69,5,49,2,80,67
28149.png,155,69,3,78,3,111,68
28150.png,73,34,3,28,3,38,32
28150.png,73,34,7,37,1,49,30
28151.png,78,29,1,24,3,32,24
28151.png,78,29,5,33,3,42,24
28151.png,78,29,8,44,4,58,25
28152.png,92,45,3,35,10,48,35
28152.png,92,45,1,48,10,58,35
28153.png,243,111,2,56,65,96,116
28153.png,243,111,3,88,34,124,85
28153.png,243,111,6,118,15,156,66
28154.png,95,48,7,35,14,49,37
28154.png,95,48,2,46,14,59,37
28155.png,53,24,2,17,2,23,22
28155.png,53,24,6,23,2,30,22
28155.png,53,24,8,30,2,36,22
28156.png,111,55,5,41,6,58,48
28156.png,111,55,5,55,7,72,49
28157.png,85,35,7,28,9,41,31
28157.png,85,35,2,41,9,54,31
28158.png,104,45,2,45,7,61,42
28159.png,185,63,1,44,7,72,54
28159.png,185,63,1,73,9,106,56
28159.png,185,63,7,102,8,138,55
28160.png,64,29,2,23,6,28,21
28160.png,64,29,1,28,6,32,21
28160.png,64,29,2,33,7,37,22
28161.png,75,40,1,30,4,36,34
28161.png,75,40,7,36,3,47,33
28162.png,45,17,2,12,1,20,17
28162.png,45,17,4,20,1,25,17
28162.png,45,17,4,25,1,33,17
28163.png,124,61,8,44,9,66,36
28163.png,124,61,2,54,24,81,51
28164.png,105,51,5,35,6,53,43
28164.png,105,51,6,53,8,71,45
28165.png,120,55,3,37,9,58,51
28165.png,120,55,7,59,8,82,50
28166.png,62,28,1,23,7,28,23
28166.png,62,28,2,29,6,39,22
28167.png,27,16,8,7,4,15,15
28168.png,108,53,3,41,10,53,41
28168.png,108,53,9,55,10,69,41
28169.png,309,114,4,113,33,146,91
28169.png,309,114,3,151,29,181,87
28169.png,309,114,8,185,20,215,78
28170.png,125,59,4,41,10,58,49
28171.png,162,63,1,59,14,77,50
28171.png,162,63,2,75,13,104,49
28172.png,182,75,4,78,20,95,48
28172.png,182,75,4,96,23,112,51
28173.png,116,55,1,41,4,54,44
28173.png,116,55,6,58,8,75,48
28174.png,239,86,3,109,6,132,66
28174.png,239,86,1,134,11,150,71
28174.png,239,86,5,148,9,179,69
28175.png,155,69,4,47,8,84,60
28175.png,155,69,2,78,8,115,60
28176.png,135,66,2,48,14,71,54
28176.png,135,66,6,70,13,88,53
28177.png,68,21,1,17,1,24,21
28177.png,68,21,2,22,1,32,21
28177.png,68,21,2,33,1,42,21
28177.png,68,21,3,43,1,53,21
28178.png,53,21,2,15,4,26,19
28178.png,53,21,2,26,5,41,20
28179.png,157,68,3,63,31,74,54
28179.png,157,68,8,77,19,91,42
28179.png,157,68,4,95,13,111,36
28180.png,60,27,3,21,7,29,26
28180.png,60,27,4,31,7,40,26
28181.png,62,26,7,24,7,30,21
28181.png,62,26,8,31,6,37,20
28182.png,56,32,2,22,3,32,29
28183.png,184,85,9,69,17,89,69
28183.png,184,85,1,86,18,105,70
28183.png,184,85,6,99,17,121,69
28184.png,58,24,3,18,2,29,22
28184.png,58,24,4,29,1,40,21
28185.png,126,55,1,40,9,56,44
28185.png,126,55,2,53,10,69,45
28185.png,126,55,10,67,10,84,45
28186.png,50,18,1,12,1,20,16
28186.png,50,18,4,21,1,27,16
28186.png,50,18,10,28,1,37,16
28187.png,381,170,2,123,68,167,135
28187.png,381,170,6,175,40,214,107
28187.png,381,170,10,218,13,261,80
28188.png,97,48,3,40,16,48,37
28188.png,97,48,4,46,13,55,34
28189.png,134,50,1,51,14,60,39
28189.png,134,50,10,60,12,72,37
28189.png,134,50,4,73,11,87,36
28190.png,81,39,6,35,11,43,28
28191.png,80,33,5,26,4,40,29
28191.png,80,33,2,41,4,57,29
28192.png,78,32,9,24,2,37,29
28192.png,78,32,5,36,1,54,28
28193.png,174,75,3,52,31,75,69
28193.png,174,75,2,74,16,100,54
28193.png,174,75,6,99,7,120,45
28194.png,54,25,5,20,4,28,20
28194.png,54,25,2,27,3,34,19
28195.png,67,34,1,28,5,35,27
28196.png,377,170,1,133,63,160,137
28196.png,377,170,4,162,52,180,126
28197.png,55,26,8,18,2,27,25
28197.png,55,26,1,28,1,37,24
28198.png,238,93,1,81,30,99,77
28198.png,238,93,2,103,23,128,70
28198.png,238,93,7,131,15,157,62
28199.png,78,46,1,28,1,48,38
28200.png,83,39,3,26,3,42,35
28200.png,83,39,1,42,1,55,33
28201.png,109,48,8,35,6,50,41
28201.png,109,48,7,50,5,59,40
28201.png,109,48,2,59,3,74,38
28202.png,42,22,4,15,2,22,18
28202.png,42,22,3,21,3,27,19
28203.png,51,20,9,15,1,26,19
28203.png,51,20,6,27,1,36,19
28204.png,63,34,6,26,3,33,28
28204.png,63,34,4,31,7,39,32
28205.png,81,20,8,28,1,39,17
28205.png,81,20,9,40,2,51,18
28205.png,81,20,6,54,3,66,19
28206.png,227,101,9,103,27,128,72
28207.png,44,20,1,15,1,21,15
28208.png,298,112,6,95,28,138,92
28208.png,298,112,7,130,21,165,85
28208.png,298,112,10,165,22,204,86
28209.png,264,97,1,80,52,90,73
28209.png,264,97,3,88,55,98,76
28209.png,264,97,4,98,58,109,79
28210.png,50,25,1,20,5,25,19
28210.png,50,25,5,25,5,32,19
28211.png,145,63,5,54,14,75,48
28211.png,145,63,9,76,16,98,50
28212.png,44,20,2,17,2,28,18
28213.png,94,39,1,29,5,39,29
28213.png,94,39,5,38,8,50,32
28213.png,94,39,5,51,7,61,31
28214.png,89,45,2,33,4,45,40
28214.png,89,45,5,44,5,58,41
28215.png,241,103,6,85,13,108,74
28215.png,241,103,8,109,16,135,77
28216.png,408,190,6,194,62,225,101
28216.png,408,190,10,221,64,238,103
28216.png,408,190,2,236,54,255,93
28217.png,47,13,2,9,1,18,13
28217.png,47,13,4,17,1,24,13
28217.png,47,13,1,25,1,30,13
28217.png,47,13,9,28,1,38,13
28218.png,116,55,5,42,9,59,49
28218.png,116,55,4,58,9,76,49
28219.png,105,47,3,38,6,53,38
28219.png,105,47,4,52,7,70,39
28220.png,106,48,3,39,3,54,40
28220.png,106,48,6,52,2,66,39
28221.png,143,68,6,69,14,88,58
28222.png,115,49,2,38,12,58,41
28222.png,115,49,1,53,14,64,43
28222.png,115,49,7,59,13,78,42
28223.png,130,62,1,52,15,68,50
28223.png,130,62,4,60,7,78,42
28223.png,130,62,7,71,1,88,36
28224.png,162,49,1,75,5,89,40
28224.png,162,49,6,83,2,99,37
28225.png,66,31,5,24,3,33,28
28225.png,66,31,10,34,4,44,29
28226.png,69,34,1,25,6,33,30
28226.png,69,34,10,32,4,38,28
28226.png,69,34,1,38,4,44,28
28227.png,84,38,9,28,4,42,31
28227.png,84,38,2,43,4,54,31
28228.png,64,33,1,25,2,32,25
28228.png,64,33,1,30,5,38,28
28229.png,118,52,5,37,5,59,43
28229.png,118,52,5,60,7,83,45
28230.png,60,30,5,20,4,30,27
28230.png,60,30,3,31,6,39,29
28231.png,55,29,1,21,7,25,22
28231.png,55,29,4,26,7,32,22
28232.png,91,41,2,28,6,40,37
28232.png,91,41,10,40,3,51,34
28232.png,91,41,3,50,2,61,33
28233.png,62,28,6,20,4,31,24
28233.png,62,28,3,30,4,42,24
28234.png,170,79,4,72,10,90,65
28234.png,170,79,1,91,14,104,69
28235.png,358,155,1,135,108,148,132
28235.png,358,155,2,139,104,157,128
28235.png,358,155,2,154,104,184,128
28236.png,158,83,8,60,16,79,59
28236.png,158,83,1,82,17,91,60
28237.png,84,35,5,30,4,46,29
28237.png,84,35,5,46,4,56,29
28238.png,281,107,4,115,18,133,42
28238.png,281,107,10,122,17,140,41
28238.png,281,107,7,134,14,151,38
28239.png,425,159,1,134,38,173,130
28239.png,425,159,1,165,46,193,138
28239.png,425,159,5,184,43,229,135
28239.png,425,159,10,224,51,269,143
28240.png,99,42,3,30,10,50,33
28240.png,99,42,7,44,12,57,35
28240.png,99,42,7,55,13,68,36
28241.png,144,68,8,47,10,71,69
28241.png,144,68,2,71,5,100,64
28242.png,90,42,8,31,6,51,33
28242.png,90,42,9,51,8,67,35
28242.png,90,42,7,68,9,87,36
28243.png,105,50,7,41,11,49,42
28243.png,105,50,9,51,12,65,43
28244.png,59,29,1,20,3,28,24
28244.png,59,29,9,28,3,37,24
28245.png,243,114,2,87,24,128,94
28245.png,243,114,1,130,20,157,90
28245.png,243,114,6,154,19,192,89
28246.png,47,21,1,18,1,23,18
28246.png,47,21,3,22,1,26,18
28246.png,47,21,2,25,1,30,18
28247.png,105,45,8,39,16,51,36
28247.png,105,45,7,50,14,61,34
28248.png,224,159,3,0,18,70,131
28248.png,224,159,1,61,18,114,131
28249.png,52,19,1,15,1,22,17
28249.png,52,19,2,21,1,28,17
28249.png,52,19,8,28,1,36,17
28250.png,58,18,1,12,1,20,17
28250.png,58,18,5,18,1,29,17
28250.png,58,18,1,29,1,36,17
28250.png,58,18,5,35,1,45,17
28251.png,53,28,3,19,4,26,21
28251.png,53,28,5,26,6,33,23
28252.png,168,80,4,58,9,86,67
28252.png,168,80,5,86,14,113,72
28253.png,40,32,4,23,7,33,21
28253.png,40,32,3,34,6,40,20
28254.png,103,43,1,38,10,45,33
28254.png,103,43,2,47,12,54,35
28254.png,103,43,10,57,13,66,36
28255.png,120,54,1,53,12,64,41
28256.png,69,31,4,22,4,33,23
28256.png,69,31,8,35,3,48,22
28257.png,45,20,1,16,3,22,16
28257.png,45,20,9,21,4,28,17
28258.png,81,35,6,31,7,41,32
28258.png,81,35,3,41,6,53,31
28259.png,108,40,1,40,11,46,31
28259.png,108,40,3,49,10,58,30
28259.png,108,40,1,59,9,65,29
28260.png,90,40,1,26,2,40,33
28260.png,90,40,4,38,2,57,33
28261.png,138,56,8,49,11,69,44
28261.png,138,56,3,69,13,88,46
28262.png,198,84,1,56,2,91,71
28262.png,198,84,2,101,10,135,79
28263.png,81,40,7,27,6,38,30
28263.png,81,40,10,41,7,54,31
28264.png,52,21,3,17,2,26,19
28264.png,52,21,2,25,1,35,18
28265.png,69,34,1,29,7,33,25
28265.png,69,34,3,34,5,40,23
28266.png,130,55,1,42,14,52,46
28267.png,226,110,1,109,19,123,50
28267.png,226,110,6,121,18,135,49
28267.png,226,110,4,133,19,149,50
28268.png,55,21,1,18,1,21,19
28268.png,55,21,9,23,1,29,19
28268.png,55,21,6,32,1,38,19
28269.png,129,46,2,39,23,50,42
28269.png,129,46,2,54,15,66,34
28269.png,129,46,8,70,11,81,30
28270.png,38,18,6,16,1,24,14
28271.png,72,33,4,24,5,38,30
28272.png,283,118,3,85,42,112,101
28272.png,283,118,6,114,38,138,97
28272.png,283,118,7,150,16,167,75
28272.png,283,118,10,182,6,202,65
28273.png,160,69,1,61,17,76,50
28273.png,160,69,4,75,16,87,49
28273.png,160,69,3,84,16,101,49
28274.png,287,110,2,80,11,127,108
28274.png,287,110,1,124,6,161,103
28274.png,287,110,9,162,1,204,98
28275.png,47,19,3,16,1,24,17
28275.png,47,19,3,24,1,32,17
28276.png,57,26,6,23,6,31,21
28276.png,57,26,1,30,7,35,22
28277.png,56,18,1,12,1,19,15
28277.png,56,18,5,19,1,27,15
28277.png,56,18,10,27,1,35,15
28277.png,56,18,6,34,1,43,15
28278.png,309,147,4,122,47,158,118
28278.png,309,147,9,153,32,195,103
28279.png,116,36,5,36,8,50,26
28279.png,116,36,3,50,9,64,27
28279.png,116,36,6,67,9,83,27
28280.png,59,27,1,22,7,26,24
28280.png,59,27,10,25,8,31,25
28280.png,59,27,2,31,8,38,25
28281.png,49,20,3,16,2,24,16
28281.png,49,20,2,25,2,34,16
28282.png,52,17,1,13,1,19,14
28282.png,52,17,9,20,1,26,14
28282.png,52,17,5,28,1,34,14
28282.png,52,17,1,35,1,40,14
28283.png,79,40,4,31,8,40,35
28283.png,79,40,2,38,7,46,34
28284.png,53,24,4,21,4,29,18
28285.png,113,54,1,43,8,51,45
28285.png,113,54,4,53,9,76,46
28286.png,77,27,4,20,2,31,22
28286.png,77,27,10,31,1,46,21
28286.png,77,27,5,44,1,56,21
28287.png,70,35,2,26,7,35,28
28287.png,70,35,8,35,6,49,27
28288.png,145,56,1,45,8,66,47
28288.png,145,56,5,61,8,86,47
28288.png,145,56,3,83,5,108,44
28289.png,165,75,6,59,31,75,61
28289.png,165,75,2,76,23,90,53
28289.png,165,75,9,91,14,105,44
28290.png,92,29,2,20,3,34,26
28290.png,92,29,4,34,3,48,26
28290.png,92,29,4,48,3,62,26
28290.png,92,29,1,62,4,73,27
28291.png,146,69,1,45,3,62,55
28291.png,146,69,3,64,7,79,59
28291.png,146,69,2,83,8,100,60
28292.png,554,251,1,176,11,248,236
28292.png,554,251,8,251,8,357,233
28293.png,189,84,2,77,23,96,56
28293.png,189,84,9,93,24,113,57
28294.png,63,27,3,22,2,29,25
28294.png,63,27,2,29,1,40,24
28295.png,333,152,3,123,16,154,72
28295.png,333,152,4,153,26,186,82
28296.png,71,27,2,20,6,30,23
28296.png,71,27,1,33,7,40,24
28297.png,92,38,5,27,3,47,34
28297.png,92,38,8,45,2,62,33
28298.png,51,26,2,18,1,32,24
28299.png,127,46,2,40,10,50,33
28299.png,127,46,9,73,9,87,32
28300.png,209,98,1,79,46,99,81
28300.png,209,98,5,93,43,115,78
28301.png,86,38,3,33,7,41,28
28301.png,86,38,10,44,6,52,27
28302.png,274,128,6,109,30,137,77
28302.png,274,128,9,139,33,170,80
28303.png,116,47,3,37,7,52,44
28303.png,116,47,1,48,3,61,40
28303.png,116,47,10,58,2,74,39
28304.png,241,85,2,75,28,97,65
28304.png,241,85,2,96,24,113,61
28304.png,241,85,6,115,23,136,60
28305.png,71,26,2,21,2,30,22
28305.png,71,26,2,30,2,38,22
28305.png,71,26,4,38,2,45,22
28306.png,52,16,2,10,1,18,13
28306.png,52,16,4,19,1,26,13
28306.png,52,16,1,27,2,32,14
28306.png,52,16,8,33,1,40,13
28307.png,64,28,1,18,1,27,25
28307.png,64,28,4,29,3,40,27
28308.png,76,39,3,30,5,37,32
28308.png,76,39,4,40,6,47,33
28309.png,198,77,1,96,19,106,44
28309.png,198,77,8,108,21,120,46
28309.png,198,77,3,120,21,134,46
28310.png,449,118,2,284,28,316,77
28310.png,449,118,9,310,26,338,75
28310.png,449,118,5,330,23,356,72
28311.png,108,49,1,38,6,48,41
28311.png,108,49,5,48,6,60,41
28311.png,108,49,1,60,6,70,41
28312.png,87,33,5,27,1,43,29
28312.png,87,33,10,43,1,55,29
28313.png,53,27,2,21,5,28,23
28313.png,53,27,10,28,4,34,22
28314.png,109,63,1,57,10,70,51
28314.png,109,63,1,72,9,88,50
28315.png,74,34,1,27,2,36,29
28315.png,74,34,8,36,2,49,29
